Nome: SAO PAULO - INTERLAGOS
Codigo Estacao: A771
Latitude: -23.72444443
Longitude: -46.67749999
Altitude: 771
Situacao: Operante
Data Inicial: 2020-12-31
Data Final: 2025-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2020-12-31;0;925,1;19,4;30,1;23,4;20,5;79,2;56;12,6;2,2;
2021-01-01;10;926,5;19,5;26,8;21,5;19,1;89,2;62;7,4;1,6;
2021-01-02;1,4;926,9;18,7;22,3;19,5;18,5;94,9;82;7,6;2,4;
2021-01-03;,2;925,7;17,2;23,9;19,6;17,5;86,9;68;10,6;3,2;
2021-01-04;,2;925,6;18,1;25,5;20,3;17,3;87,9;63;8,8;2,3;
2021-01-05;,8;925,5;19,2;31,4;23,5;18,9;78,9;45;6,6;1,6;
2021-01-06;,2;924,8;20,7;32,9;25,1;20,8;79,3;44;9,1;1,5;
2021-01-07;,4;924,2;20,4;32,5;25,1;20,9;76,9;45;12,5;1,8;
2021-01-08;36,6;924,8;20,2;28,4;22,5;19,9;87,6;58;8,4;1,7;
2021-01-09;9,2;925;20,5;25,3;22,1;20,6;90,7;76;8,3;2,4;
2021-01-10;,2;925,4;20,8;28;22,7;20,4;89,7;68;8,6;1,9;
2021-01-11;15;925,3;21,5;28,7;23,3;21,3;89,9;64;9,5;2;
2021-01-12;,2;925,2;21,7;29;23,9;21,4;88,3;65;9;1,7;
2021-01-13;,6;926,1;21,3;25,5;22,6;21,4;92,5;80;9,1;2,3;
2021-01-14;5,8;926,7;20,5;26,7;22,2;21;89,9;71;9,3;2,6;
2021-01-15;0;926,3;19,6;26,2;21,1;19,3;91,8;66;7,1;1,3;
2021-01-16;20,6;924,3;19,2;30;23,3;18,9;79,8;49;7,9;1,5;
2021-01-17;,2;923,5;19;31,1;25,3;21,6;69,2;47;11,8;2,2;
2021-01-18;0;924,3;19,9;32,2;24,5;21,3;77;46;11;2,3;
2021-01-19;11,6;926,9;20,7;27,2;22,2;20,4;91,9;72;8,7;2,1;
2021-01-20;19,8;927,5;20,5;28;22,6;19,9;88,8;63;8,4;2,2;
2021-01-21;,2;928,3;20,1;27,8;22,1;19,6;89;65;9,4;2,2;
2021-01-22;,2;930,2;19,6;29,2;22,6;19,7;84,2;50;9,4;2,1;
2021-01-23;0;929,5;19,6;30,5;22,6;19,9;85,3;44;10,7;1,9;
2021-01-24;9,2;927,6;19,8;28,5;22,1;19,5;88;53;9,2;1,5;
2021-01-25;4,4;925,6;19,6;32,2;23,3;19,4;82,4;41;8,4;1,7;
2021-01-26;34,6;925,9;19,7;30,5;23;18,9;84,5;52;7,3;1,3;
2021-01-27;1,8;925;19,1;32,4;25,8;20,9;68,1;46;11,3;1,7;
2021-01-28;10;924,5;19,1;31,6;24,6;18,4;73;46;14,2;1,6;
2021-01-29;,2;924,7;19,1;32,3;25,6;21,1;70,5;39;8;1,1;
2021-01-30;0;926;20,1;33,8;26;20,7;73,6;33;7,6;1,4;
2021-01-31;0;925,7;20,2;32,3;25,7;20,9;73,5;49;6,3;1,1;
2021-02-01;0;925,5;19,2;30,4;24,2;21,2;74,3;47;9,2;1,4;
2021-02-02;,2;925,9;19,6;30,8;23,4;20,4;80,5;50;9,8;1,1;
2021-02-03;24,8;926,6;20,2;30,9;23,9;19,7;81,7;46;9,5;1,6;
2021-02-04;,2;923,5;21,1;33,3;26,3;21,5;74,9;48;10,3;1,7;
2021-02-05;9,2;921,1;19,2;27,3;21,7;19;86,1;67;7,2;1,9;
2021-02-06;,6;922,9;17,2;24,9;20,2;17,6;83,5;54;10,5;2,6;
2021-02-07;1,4;925,8;16,9;23,5;19,4;17,7;85,3;68;9,8;3;
2021-02-08;,4;926,3;15,9;23,7;19,8;17,3;79,2;56;10,1;3,2;
2021-02-09;0;927,1;16,3;23,7;19,5;16,4;82,4;63;10;2,8;
2021-02-10;0;927,3;17,8;25,2;20,6;17,1;84,8;64;10,4;2,4;
2021-02-11;,8;927,3;18,2;24,8;20;18,5;90;68;7,6;1,7;
2021-02-12;6,8;926,5;18,6;26,4;20,9;17,6;87,2;61;9;1,4;
2021-02-13;33,2;925,4;19,9;26,6;20,8;19,1;95;68;6,2;1,3;
2021-02-14;6,8;923,4;18,9;30,4;22,9;17,3;81,4;49;8,3;1,3;
2021-02-15;0;922,1;18,9;31,2;23,7;19,7;77,4;41;9;1,6;
2021-02-16;11;921,3;18,5;31,2;22,6;17,3;81,7;44;11,1;1,5;
2021-02-17;1,4;921,2;19;28,4;22;19,9;84,3;56;9;1,4;
2021-02-18;19,2;921,5;19;31,2;22,2;17,6;84;44;10,5;1,5;
2021-02-19;10;923,4;19,5;27,8;21,9;18,4;86,9;58;9,5;1,7;
2021-02-20;,2;926,7;19,2;26,4;22,2;18,8;84,1;64;9,6;2,5;
2021-02-21;0;927,7;19,2;26,6;21,8;19,1;85,8;63;10,4;2,7;
2021-02-22;,2;927,9;19,2;25,8;21,9;19;84,9;67;9,9;2,8;
2021-02-23;0;926,4;17,7;32,9;23,8;18;72,4;31;7,1;1,6;
2021-02-24;0;926,4;19,6;28;22,4;20,8;84,8;58;9,9;1,7;
2021-02-25;12;925,2;19,3;26,7;21;19,6;90,7;63;9,8;1,8;
2021-02-26;7,4;925,2;19;23;20;18,7;93,5;81;7,7;1,7;
2021-02-27;13;927;18,9;25,7;20,5;18,9;91,1;64;7,4;1,6;
2021-02-28;35,4;926,8;19;26,3;21,1;19,2;88,7;61;9,3;1,6;
2021-03-01;20;925,7;20;28,1;22,5;18,6;86,7;58;8,6;1,8;
2021-03-02;2,8;926,5;19,7;30,9;22,9;19,3;85;42;8,7;1,5;
2021-03-03;20;928;19,2;31,8;23,3;18,6;81,3;41;9,9;1,7;
2021-03-04;23,6;926,4;19,5;30,9;22,6;18,9;85;49;10,5;1,6;
2021-03-05;4,8;922,1;19,1;27,1;22;19,7;84,2;63;13;2,5;
2021-03-06;27,6;922,5;19,9;26,3;21,1;19,3;92,9;71;7,4;1,8;
2021-03-07;10,4;925;19,2;23,9;20,6;19,3;92,3;74;7,5;1,5;
2021-03-08;1,4;925,5;18,8;26,1;21,3;18,8;86,1;62;8,9;1,7;
2021-03-09;0;924,1;17,7;28,7;20,9;18;83,8;44;12,9;1,4;
2021-03-10;3,8;923,6;16,7;28,1;19,6;14,7;84,6;48;12,3;1,6;
2021-03-11;,2;924,4;18,2;30,7;22,4;19;78,7;47;12,9;1,3;
2021-03-12;2,8;926,6;20,2;27,4;22,4;19,6;88;65;8,2;1,9;
2021-03-13;,2;927,8;19,5;27,1;22,1;18,8;86,5;62;8,5;2;
2021-03-14;0;928,1;19,5;29,1;22,9;19,4;82,3;52;8,7;1,7;
2021-03-15;0;927,3;18,5;28,5;22,5;18,1;79,8;50;9;1,7;
2021-03-16;0;926,4;19,6;28;22,5;18,6;84,5;59;8,6;1,7;
2021-03-17;0;924,7;19,1;32,1;24;19,4;76,3;43;6,9;1,5;
2021-03-18;1,8;925,1;19,9;27,8;22,3;20,6;86,8;61;8;1,4;
2021-03-19;1,6;927,4;19,8;27;21,8;18,8;89;65;8,6;1,6;
2021-03-20;,2;929,8;20,2;28,3;22,8;19,9;85,9;59;9;1,9;
2021-03-21;0;930;19,4;32;23,9;18,7;79,1;40;6,1;1,4;
2021-03-22;0;929,1;20,7;28,8;23,9;20,4;83,1;53;8,1;1,7;
2021-03-23;0;929;19,4;29,5;23,2;18,7;81,7;49;7,5;1,6;
2021-03-24;0;929;19,6;28,7;23,5;20,3;80,3;52;8,7;2,1;
2021-03-25;0;929,6;19,3;27,7;22,5;18,8;83,1;58;8,2;1,8;
2021-03-26;0;928,1;19,9;31,6;23,5;20,3;82;41;8,4;1,5;
2021-03-27;0;926,8;19,6;32,9;24,5;19,7;77,8;30;8,9;1,4;
2021-03-28;2,8;926,5;19,3;32,8;24,1;19,4;77,2;41;8,9;1,2;
2021-03-29;1,6;925,6;19,2;30,4;23,3;19,6;79;48;13,4;1,3;
2021-03-30;11,6;924,2;18,5;28,8;21,3;18,5;85,6;53;12;1,5;
2021-03-31;11,4;923,6;16,4;24,1;19,1;17,3;85,2;53;9;1,9;
2021-04-01;0;925,1;15,1;24,8;18,3;14,6;83,1;47;8,9;1,8;
2021-04-02;2,4;928,5;15,8;23,3;18,7;15,8;84,2;60;7,6;2,3;
2021-04-03;,2;929,4;16,8;24;19,2;15,8;87;65;9,1;1,8;
2021-04-04;0;930,2;16,5;23;19,2;16,6;85,1;65;10,2;2,5;
2021-04-05;0;929,9;16,8;23;19,7;17,1;83,9;65;8,8;2,8;
2021-04-06;0;929;16,8;23,6;19,1;17,3;87,1;66;12,8;1,6;
2021-04-07;21;930,4;17,2;23,3;19,6;16,5;86,6;66;null;null;
2021-04-08;0;932,6;15,9;23,9;19,6;17,1;80;51;null;null;
2021-04-09;,2;932,5;16,3;26,6;19,9;16,2;82,2;28;null;null;
2021-04-10;0;929,4;16;28,8;21,5;17,3;74,3;37;null;null;
2021-04-11;0;927,5;14,8;29,5;22,3;16,8;65,6;38;null;null;
2021-04-12;0;927,5;16,3;28,5;21,2;16,6;75,2;43;null;null;
2021-04-13;0;931,1;16,4;21;18,5;17,4;88,1;72;null;null;
2021-04-14;1,8;930,8;15,1;21,9;17,8;15,1;85;62;null;null;
2021-04-15;0;929,9;15,4;23,2;18,8;16,5;81,7;62;null;null;
2021-04-16;0;928;15,9;24,5;19,1;15,7;82,8;56;null;null;
2021-04-17;0;926,6;15,9;26,3;20,2;17,3;78;49;null;null;
2021-04-18;29,6;926,1;17,2;24,6;18,9;16,7;90,4;61;null;null;
2021-04-19;3,6;927,6;16;22,4;17,8;16,1;90;65;null;null;
2021-04-20;6,4;928,7;16;21,1;17,5;15,9;91,3;73;null;null;
2021-04-21;2,4;928,5;15,5;22,3;17,3;14,8;90;67;null;null;
2021-04-22;3,8;929,1;14,7;19,4;16,4;14,5;89,8;64;null;null;
2021-04-23;,8;928,6;14,6;21,9;16,9;13,5;87,3;63;null;null;
2021-04-24;0;927,1;15,9;24,5;18,6;15,6;85,1;53;null;null;
2021-04-25;0;925,6;16,3;27,9;19,8;15,4;82,7;38;null;null;
2021-04-26;0;926,2;17;23,7;19,5;17,3;86,3;65;null;null;
2021-04-27;,2;927,2;17,1;20,2;18;17,3;94,6;82;null;null;
2021-04-28;2,4;928,8;14,8;22,6;17,5;14,5;85,5;55;null;null;
2021-04-29;,2;932,3;13,8;20,6;16,3;13,2;85,9;59;null;null;
2021-04-30;,4;934;14;20,1;16,6;14,8;85,1;67;null;null;
2021-05-01;,2;933,2;13,7;22;17,2;13,8;80,9;54;null;null;
2021-05-02;0;932,1;14,2;24,5;17,8;14,5;81,7;45;null;null;
2021-05-03;,2;930,7;14,9;25,5;17,6;12,8;86;44;null;null;
2021-05-04;,2;929,9;14,2;27,8;20,1;15,4;72,9;37;null;null;
2021-05-05;0;929,4;15,2;26,2;19,3;14,7;79,7;40;7,2;null;
2021-05-06;0;927,6;15,1;28,8;20,7;15,6;75,6;34;7,9;1,3;
2021-05-07;,2;931;14,7;19,1;15,7;14,7;94;85;12,5;2,4;
2021-05-08;1,2;934,9;14;18,9;15,6;13,6;90,6;70;9,4;2,6;
2021-05-09;0;934,6;14,3;22;16,8;13,7;85,6;60;8;2,3;
2021-05-10;0;932,6;14,3;23,2;17,5;14;83,1;51;7;1,6;
2021-05-11;0;928,7;14,2;26,8;18,3;13,7;80,9;37;5,8;1,1;
2021-05-12;0;928,4;14,6;20;16,5;14,9;88,6;71;8,1;1,4;
2021-05-13;29;931,7;13,2;18,4;14,8;12,8;90,9;73;9,5;2,9;
2021-05-14;0;931,9;13,6;19,5;15,8;13;87,4;69;7,8;2,4;
2021-05-15;,2;930,5;14,6;20,5;16,7;14,4;88,2;66;6,5;1,8;
2021-05-16;0;930,5;14,9;21,5;17,4;14,5;86;64;6,6;1,4;
2021-05-17;0;929,1;13,5;25;17,7;12,8;79,3;43;5,4;,8;
2021-05-18;0;929;14,3;19,5;16,2;14,6;89,2;70;7,4;2;
2021-05-19;0;928,4;12,6;25,3;17;12,4;78,9;35;5,2;1,1;
2021-05-20;,2;927,5;14,2;26,1;17,2;12,3;81,4;37;6,8;1,2;
2021-05-21;0;926,3;12,3;28,2;19,1;12,8;66,4;29;8;1,2;
2021-05-22;0;925,4;13,9;21;17,3;15,6;81,8;49;9,5;1,5;
2021-05-23;6;924,9;16,5;23,5;18,1;14,8;90,7;65;10,4;2,1;
2021-05-24;0;927,6;8,5;21,9;15,7;10,3;65,6;33;7,4;1,5;
2021-05-25;0;930,7;9,4;23,6;14,6;9,4;75,6;28;5,4;1;
2021-05-26;,4;930,2;11,7;25,2;15,1;9,3;84,1;21;6,5;1;
2021-05-27;0;928,5;null;26,8;18,2;13,1;59,7;41;5,1;,7;
2021-05-28;0;925,3;15,2;28,4;20,8;15;69,6;42;8,8;1,5;
2021-05-29;3,4;924,4;16,9;27,9;23;18,9;69,1;49;11,8;1,9;
2021-05-30;0;929,3;null;20,8;18,3;18;94,5;81;7,2;1,3;
2021-05-31;7;930,5;null;20,6;16,9;15,8;null;73;6,1;1;
2021-06-01;0;928,9;null;21,5;16,1;13,3;null;63;5,3;1;
2021-06-02;0;928,3;null;27,1;18,9;14,1;62,4;39;7,4;1,1;
2021-06-03;0;930,8;16,1;26,9;18,6;14,7;87,1;46;6,9;1,3;
2021-06-04;0;933;17;26;19,2;15,9;85,4;53;6,6;1,8;
2021-06-05;0;931,5;14,9;26,9;20,1;16,3;73,1;38;6,1;1,1;
2021-06-06;0;929,7;16,1;27,4;19,4;15,6;83,2;42;6,3;1,2;
2021-06-07;0;929,8;null;20,1;17,7;17;null;83;6,6;1,8;
2021-06-08;2,6;929,8;null;19;16,7;15,8;null;94;6,5;1,6;
2021-06-09;2,4;930,2;null;22,5;18,1;16,1;83,1;67;5,5;1,3;
2021-06-10;,2;929,4;null;20,5;18,1;16,8;92,3;80;5,7;1,3;
2021-06-11;1,8;928,7;null;18,3;16,4;15,5;96,4;88;6,6;1,5;
2021-06-12;0;930,4;null;19,4;14,6;11,5;null;57;7,5;1,3;
2021-06-13;,2;932,8;11,3;17,2;13,8;11,7;86,2;59;7,7;2,7;
2021-06-14;0;932,5;12,7;19,8;14,6;11,8;88,9;62;8,3;2,1;
2021-06-15;0;930,2;null;23,9;15,8;12,6;83,3;49;5,8;1,4;
2021-06-16;0;929,9;null;18,6;14,6;12,1;87,4;60;7,4;1,9;
2021-06-17;2,2;931,8;null;18,1;14;12,3;88,9;68;6,1;1,9;
2021-06-18;0;933,2;null;18,8;14,5;11,9;86,7;65;7,2;1,7;
2021-06-19;1,4;931,5;null;18,7;15,4;13,9;89,8;72;7,2;1,7;
2021-06-20;1,2;928,8;null;22,4;16,6;14,2;75,4;57;8,4;1,3;
2021-06-21;1,8;931,6;null;18;14,5;12,8;86,1;66;5,7;1,5;
2021-06-22;6,2;931,9;null;16,9;14,8;13,4;null;87;5,9;1,6;
2021-06-23;,8;933,8;null;18,2;14,7;13,2;88,3;69;9,6;2,4;
2021-06-24;0;930,1;12,6;23,9;16,7;12,7;74,4;48;7,3;1,7;
2021-06-25;0;929,2;14;24,8;17,8;14,2;78,8;52;7,2;1,3;
2021-06-26;0;929,8;null;26,3;19,4;14,6;60,9;48;5,3;1,1;
2021-06-27;0;928,6;13,1;26,8;20,5;15,7;64,2;41;7,9;1,4;
2021-06-28;0;930,8;13,8;21;16,3;13,8;84,7;63;8,1;1,7;
2021-06-29;0;932,1;null;15,1;11,8;10,5;null;71;7;1,8;
2021-06-30;,2;933,9;4,6;13,1;8,4;4,6;78,7;53;6,3;1,5;
2021-07-01;0;936,4;9,9;16,8;11,3;6,5;89;53;7,9;2,1;
2021-07-02;0;935,3;10,7;23,9;14,9;9,6;75,5;34;7,2;1,4;
2021-07-03;,2;934;11,8;24,2;15,5;11;79,4;39;8,2;1,5;
2021-07-04;0;935,2;null;18,3;14,7;13,5;89,8;66;7,8;2,3;
2021-07-05;0;935,7;13,7;18,5;15;13;90,9;72;8,1;2,3;
2021-07-06;0;934,4;10,6;18,4;14,4;11,7;76,5;45;8,8;2,1;
2021-07-07;1;933,1;10,6;18,9;14,2;10,6;80,6;51;6,9;1,9;
2021-07-08;0;931,3;9,6;23,2;15,3;11,6;72;25;7,3;1,6;
2021-07-09;0;932,4;11,5;20,8;14,5;11;84;45;7,6;1,9;
2021-07-10;,4;932;9,1;23,5;15,8;11,5;70,2;27;5,1;1,2;
2021-07-11;0;931,3;8,6;23,7;16,2;12,3;64,2;24;6;1,5;
2021-07-12;,2;932,6;10,9;24,1;15,6;10,5;79,7;24;6,8;1,3;
2021-07-13;,2;933;8,7;25,5;17,4;12;63,9;21;6,2;1,2;
2021-07-14;,2;931;8,7;25,6;17,7;12,3;61,5;26;8,7;1,2;
2021-07-15;0;928,3;7,6;27,5;18,9;12,4;53;22;9,5;1,3;
2021-07-16;0;928,4;11,7;20,2;16,2;14;75,6;40;7,7;1,8;
2021-07-17;6,4;928,9;14,6;21,8;16,5;13,4;89,8;59;8,3;1,2;
2021-07-18;1,6;929,6;9,9;24,6;16,6;13;73,9;8;8,8;1,3;
2021-07-19;,2;931,8;,7;19,7;12;5,4;46,3;7;8,6;1,4;
2021-07-20;0;934,2;4,6;15,2;9,9;4,7;71,7;41;8,7;1,9;
2021-07-21;0;934,6;5,8;21,1;13,2;8,5;67,7;18;6;1,2;
2021-07-22;0;937,1;9,8;18,7;13,1;9,5;82,7;51;8,4;2,5;
2021-07-23;0;936;9,4;23,4;15,3;11,4;72,2;21;7,9;2;
2021-07-24;,2;933,7;8,6;25,3;16,9;11,4;64,7;19;4,8;1,2;
2021-07-25;0;931,3;5,4;26,9;17,8;10,9;51,3;14;7,3;1,3;
2021-07-26;0;929,2;4,4;27,8;18,8;11,8;43;17;8,8;1,4;
2021-07-27;0;926,2;5,7;28,3;19,5;13,9;45,7;20;10,8;2;
2021-07-28;22,4;927,8;11,1;15,5;11,3;10,9;99;90;9,1;2;
2021-07-29;6,2;932,3;0;12,4;7,5;4,1;61;34;7,4;1,7;
2021-07-30;,2;936,3;2,7;11;7,1;3,6;76,4;50;8,4;2,3;
2021-07-31;0;938,3;5,8;16;10,7;7,2;73,6;40;9,3;2,8;
2021-08-01;0;938,2;8,4;18,7;12,8;9,4;76,5;41;8,3;2;
2021-08-02;0;935,6;10;20,7;13,4;10;83;33;8,1;1,5;
2021-08-03;,8;935,5;9,9;16,8;12,6;11,2;84,8;53;9,1;2,3;
2021-08-04;,2;937,4;8,4;16,6;12,7;10,6;77,1;47;8,8;2,9;
2021-08-05;0;938,3;10,8;18,9;13,5;10,6;85,6;51;9,1;2,3;
2021-08-06;0;938;12,6;22;15,4;12,8;84,9;47;8,5;2,3;
2021-08-07;0;935,1;12,2;21;15,8;13;81,3;48;6,4;1,6;
2021-08-08;0;933,2;10,4;24,8;16,9;12,6;70,9;27;7,1;1,3;
2021-08-09;0;932,5;6,9;26,8;18,9;13,7;52,4;13;5,4;1;
2021-08-10;0;930,2;4,2;29,2;20,2;12,8;40,7;11;7,6;1,2;
2021-08-11;0;931,5;11,2;19,3;14,4;12,4;82,7;26;8,4;2,4;
2021-08-12;,6;933,7;11,5;15,2;12,9;11,9;91,7;73;8,5;2,8;
2021-08-13;,4;933,6;13,2;14,4;13,2;11,9;99,8;94;9,7;2,7;
2021-08-14;,2;932,8;13,1;18,4;14,4;12,3;92,6;69;7,9;2,3;
2021-08-15;0;930;13,8;24,9;16,7;13,8;86,2;38;7,7;1,5;
2021-08-16;0;929,2;13,9;20,8;15,9;13,9;88,9;66;10,1;1,4;
2021-08-17;3,4;930,2;10,6;29,9;19,8;13,6;60;24;5,4;1,4;
2021-08-18;0;931,6;11,1;30;22,4;15,8;53,6;19;6;1,1;
2021-08-19;0;929,6;9,1;31;21,9;15,7;51,4;12;5,7;1,2;
2021-08-20;0;928,5;7,7;30,3;22,3;15,6;44,3;15;8;1,4;
2021-08-21;0;929,9;10,4;27,6;19,9;13,9;58,7;12;6,8;1,3;
2021-08-22;0;927,6;5,3;30,5;21,6;15;39,1;15;8,5;1,6;
2021-08-23;0;925,7;7,2;31,5;22;15,4;43,5;15;7,1;1,2;
2021-08-24;0;924,9;7,8;31,2;23,2;17,2;40,9;14;5,7;1,1;
2021-08-25;0;923,4;6,6;32,5;24,5;17,8;34,3;15;7,3;1,4;
2021-08-26;0;924,1;8,1;32,3;23,2;19,7;41;16;10,3;2,1;
2021-08-27;1;930,7;14,4;18,2;15,5;14,1;93,1;72;8,7;3;
2021-08-28;20,2;934,1;14,5;17,1;14,9;13,8;97,3;78;10;2,3;
2021-08-29;7,2;934,6;15,2;18,1;15,8;14,5;96,4;78;8,2;2,4;
2021-08-30;3,4;933,7;14,9;19,3;16,2;15;92,4;71;9,9;3,1;
2021-08-31;0;934,3;14;20,7;16,5;14,3;86;60;10,7;3,2;
2021-09-01;0;933,4;13,4;23;16,9;13;82,5;39;9,3;2,4;
2021-09-02;0;930,7;12,1;26,2;18,7;14,2;70,9;24;6,5;1,6;
2021-09-03;0;928;11,9;30,1;21;15,2;62,4;20;6,8;1,2;
2021-09-04;0;927,5;14,4;25,7;18;14,7;81,5;49;8,5;2,1;
2021-09-05;0;926,7;13,6;30,7;19,9;14,6;74,8;20;7,4;1,7;
2021-09-06;0;928,8;16;21,7;18,2;16,5;87,6;64;7,4;2,2;
2021-09-07;0;928,8;16,1;22,9;17,7;15,9;91,4;53;9;3;
2021-09-08;0;924,9;13,7;34,1;23,5;16,4;62,8;19;9,6;2;
2021-09-09;0;925,6;17,3;27,6;21;18,3;81,8;41;10,9;2;
2021-09-10;8,6;927,9;16,1;21,5;19,6;18,2;81,3;59;5,2;1,3;
2021-09-11;,8;930;14,7;24,8;19,4;17;76,3;40;7;1,3;
2021-09-12;0;930,5;16,1;27,3;18,8;14,7;87,3;47;9,6;2;
2021-09-13;,2;926,9;14;34,2;24,3;16,3;62,6;18;9;1,4;
2021-09-14;0;925;10,7;33,2;25,8;21;43,7;18;15,5;2,1;
2021-09-15;0;930,3;16,7;21,5;19,2;19;86,2;65;7,7;2;
2021-09-16;1,6;934,8;16,1;18,1;16,5;16;98,1;86;11,6;3,5;
2021-09-17;2,8;933;15,3;17,6;15,3;14,3;99,9;95;9,1;2,8;
2021-09-18;0;927,9;16,6;31,5;19,4;15;87,4;32;8,1;1,6;
2021-09-19;,2;927,7;17,4;24,4;18,5;16;94,1;69;8,5;1,9;
2021-09-20;0;927;15,8;34,6;23,5;16,8;70,9;22;6,7;1,5;
2021-09-21;0;926,3;17,8;33,9;20,8;19;89;29;12,3;2,5;
2021-09-22;1,4;931,3;11,9;15,6;13,3;11,8;92,2;72;11,1;3,9;
2021-09-23;1,2;931,8;9,2;17,7;13,8;11,1;74,5;54;10,8;3,5;
2021-09-24;0;929,7;11,4;26,3;15,7;11,6;78,1;35;8,7;2,3;
2021-09-25;0;929,5;14,3;20,1;15,9;13,2;90,7;67;6,3;1,8;
2021-09-26;1,2;929,2;14,8;26,9;19;14,5;78,8;39;8,6;1,5;
2021-09-27;0;930,9;13,8;27;19,6;14,9;73,5;28;9,2;1,8;
2021-09-28;0;928,4;10,5;30,6;21,7;15;54;20;9,7;1,4;
2021-09-29;0;926,5;14,2;25,3;19,5;16,7;73,8;42;9,5;2,2;
2021-09-30;,8;928,1;15,3;20,9;17;15,3;90,4;68;9,6;2,6;
2021-10-01;0;925,2;15,9;21,6;18;16;87,6;68;10,4;1,7;
2021-10-02;2,8;924,8;16,6;25,8;19,8;15,6;83;50;6,4;1,2;
2021-10-03;0;924,3;16,9;27,9;20,4;18,2;83,3;35;11,1;1,5;
2021-10-04;11,8;925,3;17,9;22,7;18,5;17;96,5;73;9,2;1,6;
2021-10-05;2,8;929,2;15,5;17,7;15,9;14,8;97,8;82;7,7;2,6;
2021-10-06;0;928,3;16,3;29,4;18,9;15,1;87,6;44;8,2;2,5;
2021-10-07;0;927,7;16;20,1;16,9;16,8;94,9;76;7,8;2;
2021-10-08;,4;928,3;14,1;18,9;15;13,2;95,1;72;9,5;3,4;
2021-10-09;0;928,4;15,2;17,5;15,5;14,2;98,1;77;9,3;2,7;
2021-10-10;11;927,8;15,7;17,9;15,9;14,9;98,7;87;8,1;2,6;
2021-10-11;6,8;928,2;16,2;19,5;16,7;15,5;97,2;81;8,2;2,6;
2021-10-12;5,8;927;15,3;23,7;18,1;15,7;84,5;55;7;1,9;
2021-10-13;4,8;925,6;15,8;25,4;18,7;15,6;84,8;50;10,1;1,8;
2021-10-14;0;923,3;16,1;31,3;21,7;16,2;74,8;33;10,5;1,8;
2021-10-15;,6;924,3;16;31,9;21,9;17,1;72,8;37;9,7;2,1;
2021-10-16;20,6;926,8;17,6;28,6;19,6;17,3;90,5;43;10,9;2,3;
2021-10-17;,4;929,3;15,9;17,7;16,1;15,6;98,8;88;8;2,5;
2021-10-18;6,8;928,4;15,5;16,9;15,6;14,7;99,5;91;8,3;2,9;
2021-10-19;7,4;930,1;14,2;16,4;14,3;14,3;99,2;88;9,3;3,2;
2021-10-20;2,4;930,2;11,1;16,7;13,1;10,8;88,7;64;10,1;3,6;
2021-10-21;,4;928,7;12,3;19,4;14,6;12,2;87;56;11,6;2,5;
2021-10-22;,6;926,4;12,8;24,3;17;12;79,8;36;8,5;1,8;
2021-10-23;,4;922,6;11,9;32,3;21,5;13,2;64,2;19;9,8;1,5;
2021-10-24;26;924;16,5;26,3;18,5;16,6;89,5;30;9,5;2,3;
2021-10-25;3,6;930,9;14,6;19;16,2;13,3;90,6;70;10,5;2,7;
2021-10-26;0;931;16,5;22;17,4;15;95;74;7,7;1,8;
2021-10-27;0;932,2;18,1;21,7;18,5;16,4;97,7;83;8,5;2,3;
2021-10-28;8,8;933,1;18,9;23;19,6;18,6;96,3;80;7,1;1,8;
2021-10-29;,4;931,2;16,8;22,8;18,2;15,5;92,2;70;8,5;2;
2021-10-30;,4;928,9;17,3;23,1;18,4;16,8;94,3;68;9,1;2,7;
2021-10-31;,2;928,3;17,4;19,7;17,9;16,6;97,4;80;7;1,9;
2021-11-01;11,8;926;17,1;22,9;18,5;16,7;92,5;67;8,3;2,2;
2021-11-02;,8;926,1;17,2;22,8;18,4;16,7;93,3;68;8,6;2,8;
2021-11-03;1,2;925,1;17;22,6;18,5;16,7;91,4;66;9,2;3;
2021-11-04;0;924,1;16,1;27;19,4;15,9;82,5;28;9,4;1,9;
2021-11-05;0;924,7;16,2;23,8;18,8;16,2;86,1;61;8,6;2,2;
2021-11-06;0;925,2;14,8;25,7;18,6;14,1;81;44;8,4;2,2;
2021-11-07;0;926;13,6;23,8;18,6;15,6;74,3;43;9,7;2,9;
2021-11-08;0;926,5;14,9;23,2;18;14,9;83;58;9,4;2,4;
2021-11-09;0;927;17;19,8;17,6;16,8;96,8;82;8,3;2,4;
2021-11-10;0;927,8;15,8;22,7;17,8;15,9;88,5;63;10,1;3,2;
2021-11-11;,2;929,9;15,7;17,3;15,9;15,3;99;89;9,1;3,3;
2021-11-12;2,6;930,8;13,7;18,3;15,1;14,1;91,8;70;12;3,7;
